28;298
28;298
29;298
31;298
33;297
35;297
39;296
42;294
47;292
50;290
55;290
59;287
65;283
72;277
77;274
82;270
87;268
96;262
105;256
105;256
108;253
114;251
121;247
131;242
137;239
146;236
150;235
155;231
162;227
168;223
175;222
180;220
183;219
190;217
194;215
198;214
202;214
205;214
209;214
210;214
212;214
213;214
214;214
215;215
217;217
218;219
219;221
220;223
221;225
222;229
224;232
225;236
229;241
231;244
234;252
237;261
239;265
242;274
243;278
244;282
247;288
249;292
252;296
252;301
252;303
253;308
254;310
255;313
256;316
257;319
259;321
260;322
260;323
263;326
263;328
264;329
265;330
266;332
267;333
267;336
269;338
270;339
271;343
273;344
274;346
277;348
279;351
279;352
280;353
282;354
283;354
285;354
289;352
292;351
298;349
306;346
315;345
323;342
334;334
343;332
356;329
366;325
382;321
397;321
406;319
414;318
419;318
427;318
429;318
430;318
431;318
432;318
432;319
434;322
438;325
441;326
444;328
449;330
454;332
457;333
462;334
466;337
467;337
469;340
471;343
473;343
475;345
476;346
479;349
481;351
482;352
483;355
485;357
486;358
486;362
489;365
491;370
493;375
497;377
498;377
500;378
502;379
504;377
508;364
512;355
517;342
520;336
523;328
529;321
535;312
538;307
541;299
542;293
544;284
544;274
544;268
544;259
544;246
544;236
544;228
544;219
544;211
544;205
545;198
545;193
545;187
548;180
550;176
551;169
551;161
554;153
557;140
557;132
557;121
559;111
561;105
562;102
562;98
562;98
564;96
564;95
564;93
564;92
565;92
